Participant_ID,EffectiveDate,TerminationDate,UserId,User Status Description,CreatedDate,HireDate,Organization_ID,ParticipantStatusId,ParticpantStatusDescription,ERName,EmployerOrganizationID,ParticipantName,Participant Last Name,Participant First name,SSN,userStatusID,DOB,ReimbursementMethod,EmploymentStatus,EmploymentStatusID,No: of participants,DivisionName,Bankname,RoutingNo,AccountType,AccountNumber,UserBank_ID,ReimbursementMethod_ID,ByDivision
22572,3/23/2023 12:00:00 AM,,22586,Active,3/23/2023 11:12:30 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"KAMMERLING,BETHANNY",KAMMERLING,BETHANNY,231434125,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22573,3/23/2023 12:00:00 AM,,22587,Active,3/23/2023 11:12:33 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"KELLER,ADAM",KELLER,ADAM,224417092,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22574,3/23/2023 12:00:00 AM,,22588,Active,3/23/2023 11:12:37 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"KINNEBERG,BRITNY",KINNEBERG,BRITNY,223636716,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22575,3/23/2023 12:00:00 AM,,22589,Active,3/23/2023 11:12:40 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"KONDEK,ALEXA",KONDEK,ALEXA,230799190,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22576,3/23/2023 12:00:00 AM,,22590,Active,3/23/2023 11:12:43 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"KONOPASEK,SETH",KONOPASEK,SETH,647208530,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22577,3/23/2023 12:00:00 AM,,22591,Active,3/23/2023 11:12:45 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"LABARR,PAUL",LABARR,PAUL,175449008,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22578,3/23/2023 12:00:00 AM,,22592,Active,3/23/2023 11:12:48 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"LAMISON JR,TYSOND",LAMISON JR,TYSOND,228733496,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22579,3/23/2023 12:00:00 AM,,22593,Active,3/23/2023 11:12:52 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"LANE,KIRSTEN",LANE,KIRSTEN,229732941,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22580,3/23/2023 12:00:00 AM,9/11/2025 12:00:00 AM,22594,Active,3/23/2023 11:12:55 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"LAWRENCE,HEATHER",LAWRENCE,HEATHER,224491302,1,,N/A,Terminated,9,1,N/A,,,,,,,False
22581,3/23/2023 12:00:00 AM,,22595,Active,3/23/2023 11:12:58 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"LECKY,PHILLIP",LECKY,PHILLIP,066825851,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22582,3/23/2023 12:00:00 AM,,22596,Active,3/23/2023 11:13:02 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"LEE,LATRINA",LEE,LATRINA,226518973,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22583,3/23/2023 12:00:00 AM,,22597,Active,3/23/2023 11:13:05 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"LEE,REBECCA",LEE,REBECCA,223493705,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22584,3/23/2023 12:00:00 AM,,22598,Active,3/23/2023 11:13:07 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"LEE,TERRESE",LEE,TERRESE,579298174,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22585,3/23/2023 12:00:00 AM,,22599,Active,3/23/2023 11:13:11 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"LEITCH,CATHRYN",LEITCH,CATHRYN,533901667,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22586,3/23/2023 12:00:00 AM,7/28/2025 12:00:00 AM,22600,Active,3/23/2023 11:13:12 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"LEROY,JESSICA",LEROY,JESSICA,592572248,1,,N/A,Terminated,9,1,N/A,,,,,,,False
22587,3/23/2023 12:00:00 AM,,22601,Active,3/23/2023 11:13:16 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"LETOURNEAU,DANA",LETOURNEAU,DANA,225359672,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22588,3/23/2023 12:00:00 AM,,22602,Active,3/23/2023 11:13:20 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"LEWIS,TERESA",LEWIS,TERESA,231966610,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22589,3/23/2023 12:00:00 AM,,22603,Active,3/23/2023 11:13:24 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"LINARES,ALEXIS",LINARES,ALEXIS,223814101,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22590,3/23/2023 12:00:00 AM,,22604,Active,3/23/2023 11:13:28 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"LOBO,ERWIN",LOBO,ERWIN,227819992,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22591,3/23/2023 12:00:00 AM,,22605,Active,3/23/2023 11:13:31 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"MACKIN,SHEILA",MACKIN,SHEILA,049743785,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22592,3/23/2023 12:00:00 AM,,22606,Active,3/23/2023 11:13:35 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"MANZANO,EVLLYN",MANZANO,EVLLYN,692075530,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22593,3/23/2023 12:00:00 AM,,22607,Active,3/23/2023 11:13:39 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"MARTIN,MELISSA",MARTIN,MELISSA,521799112,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22594,3/23/2023 12:00:00 AM,,22608,Active,3/23/2023 11:13:42 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"MARTIN,MIRACLE",MARTIN,MIRACLE,229490759,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22595,3/23/2023 12:00:00 AM,10/22/2024 12:00:00 AM,22609,Inactive,3/23/2023 11:13:46 AM,,1102,2,Active - Part Time,Granite Advisory Services P.C.,1102,"MASON,BRITTANY",MASON,BRITTANY,238651985,2,,N/A,Terminated,9,1,N/A,,,,,,,False
22596,3/23/2023 12:00:00 AM,,22610,Active,3/23/2023 11:13:50 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"MATTHEWS,CRAIG",MATTHEWS,CRAIG,339462631,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22597,3/23/2023 12:00:00 AM,,22611,Active,3/23/2023 11:13:53 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"MCCARGO,TALISHA",MCCARGO,TALISHA,227734081,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22598,3/23/2023 12:00:00 AM,,22612,Active,3/23/2023 11:13:57 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"MCCLERNON,JULIA",MCCLERNON,JULIA,157903165,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22599,3/23/2023 12:00:00 AM,,22613,Active,3/23/2023 11:14:01 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"MELNYK,CRYSTAL",MELNYK,CRYSTAL,224412899,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22600,3/23/2023 12:00:00 AM,,22614,Active,3/23/2023 11:14:03 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"MICHELLE,DANDRIDGE",MICHELLE,DANDRIDGE,230755854,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22601,3/23/2023 12:00:00 AM,,22615,Active,3/23/2023 11:14:07 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"MIXCO,FRANKLIN",MIXCO,FRANKLIN,804617625,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22602,3/23/2023 12:00:00 AM,,22616,Active,3/23/2023 11:14:11 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"MOORE,LYNDSEY",MOORE,LYNDSEY,227571558,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22603,3/23/2023 12:00:00 AM,,22617,Active,3/23/2023 11:14:13 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"MORRIS,JENNIE",MORRIS,JENNIE,229393463,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22604,3/23/2023 12:00:00 AM,,22618,Active,3/23/2023 11:14:15 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"MOYER,PETOLA",MOYER,PETOLA,229350589,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22605,3/23/2023 12:00:00 AM,,22619,Active,3/23/2023 11:14:17 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"MRIDHA,MUHAMMED",MRIDHA,MUHAMMED,106770822,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22606,3/23/2023 12:00:00 AM,8/6/2024 12:00:00 AM,22620,Inactive,3/23/2023 11:14:18 AM,,1102,2,Active - Part Time,Granite Advisory Services P.C.,1102,"NEELY,MICHELLE",NEELY,MICHELLE,224417343,2,,N/A,Terminated,9,1,N/A,,,,,,,False
22607,3/23/2023 12:00:00 AM,,22621,Active,3/23/2023 11:14:19 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"NELSON,SEAN",NELSON,SEAN,020728940,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22608,3/23/2023 12:00:00 AM,,22622,Active,3/23/2023 11:14:21 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"NEVILLE,ANDREW",NEVILLE,ANDREW,175729711,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22609,3/23/2023 12:00:00 AM,,22623,Active,3/23/2023 11:14:23 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"NEWBILL,MONICA",NEWBILL,MONICA,223336068,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22610,3/23/2023 12:00:00 AM,,22624,Active,3/23/2023 11:14:25 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"NIBLETT,STEPHEN",NIBLETT,STEPHEN,225412794,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22611,3/23/2023 12:00:00 AM,,22625,Active,3/23/2023 11:14:26 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"OOTON,BLISS",OOTON,BLISS,223550643,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22612,3/23/2023 12:00:00 AM,,22626,Active,3/23/2023 11:14:27 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"PARKE,AUDREY",PARKE,AUDREY,521432991,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22613,3/23/2023 12:00:00 AM,,22627,Active,3/23/2023 11:14:29 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"PAUL,RACHAEL",PAUL,RACHAEL,223737727,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22614,3/23/2023 12:00:00 AM,9/15/2025 12:00:00 AM,22628,Active,3/23/2023 11:14:31 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"PENN,JOSHUA",PENN,JOSHUA,226577860,1,,N/A,Terminated,9,1,N/A,,,,,,,False
22615,3/23/2023 12:00:00 AM,,22629,Active,3/23/2023 11:14:33 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"PERKINS,JASMINE",PERKINS,JASMINE,226499329,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22616,3/23/2023 12:00:00 AM,,22630,Active,3/23/2023 11:14:34 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"RAMOS,JAVIER",RAMOS,JAVIER,576818017,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22617,3/23/2023 12:00:00 AM,,22631,Active,3/23/2023 11:14:36 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"RAMOS,JOUBURT",RAMOS,JOUBURT,614185807,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22618,3/23/2023 12:00:00 AM,,22632,Active,3/23/2023 11:14:38 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"REARDON,SHAUN",REARDON,SHAUN,069706053,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22619,3/23/2023 12:00:00 AM,,22633,Active,3/23/2023 11:14:40 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"REAVES,NOAH",REAVES,NOAH,231735380,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22620,3/23/2023 12:00:00 AM,,22634,Active,3/23/2023 11:14:41 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"RICHARDSON,DEMETARA",RICHARDSON,DEMETARA,226458855,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22621,3/23/2023 12:00:00 AM,,22635,Active,3/23/2023 11:14:43 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"RIFE,JOHN",RIFE,JOHN,229158488,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22622,3/23/2023 12:00:00 AM,,22636,Active,3/23/2023 11:14:44 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"ROBERTS,KIMBERLY",ROBERTS,KIMBERLY,063787812,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22623,3/23/2023 12:00:00 AM,,22637,Active,3/23/2023 11:14:46 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"RUPERT SR,SEAN",RUPERT SR,SEAN,250496037,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22624,3/23/2023 12:00:00 AM,,22638,Active,3/23/2023 11:14:48 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"RUSSELL,MAKAYLA",RUSSELL,MAKAYLA,229859929,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22625,3/23/2023 12:00:00 AM,,22639,Active,3/23/2023 11:14:50 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"RUSSELL,STACY",RUSSELL,STACY,229133809,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22626,3/23/2023 12:00:00 AM,,22640,Active,3/23/2023 11:14:52 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"SALINAS,NORA",SALINAS,NORA,641327822,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22627,3/23/2023 12:00:00 AM,,22641,Active,3/23/2023 11:14:54 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"SCHARF,JEFFREY",SCHARF,JEFFREY,115489307,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22628,3/23/2023 12:00:00 AM,,22642,Active,3/23/2023 11:14:55 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"SCHEETZ,MEGAN",SCHEETZ,MEGAN,179682877,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22629,3/23/2023 12:00:00 AM,,22643,Active,3/23/2023 11:14:57 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"SCOTT,NATASHA",SCOTT,NATASHA,227235490,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22630,3/23/2023 12:00:00 AM,,22644,Active,3/23/2023 11:14:59 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"SEEBO,BRITTANY",SEEBO,BRITTANY,230676968,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22631,3/23/2023 12:00:00 AM,,22645,Active,3/23/2023 11:15:01 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"SHELTON,JENNIFER",SHELTON,JENNIFER,224436347,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22632,3/23/2023 12:00:00 AM,,22646,Active,3/23/2023 11:15:03 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"SHISLER,VICTORIA",SHISLER,VICTORIA,275960276,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22633,3/23/2023 12:00:00 AM,,22647,Active,3/23/2023 11:15:05 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"SIMMONS,NATAHLI",SIMMONS,NATAHLI,600659040,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22634,3/23/2023 12:00:00 AM,,22648,Active,3/23/2023 11:15:07 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"SMITH,SHEENA",SMITH,SHEENA,223376029,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22635,3/23/2023 12:00:00 AM,,22649,Active,3/23/2023 11:15:09 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"SPAULDING,LAURA",SPAULDING,LAURA,230471631,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22636,3/23/2023 12:00:00 AM,,22650,Active,3/23/2023 11:15:11 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"SPENCER,SHEKINAH",SPENCER,SHEKINAH,225794636,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22637,3/23/2023 12:00:00 AM,,22651,Active,3/23/2023 11:15:13 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"STANTON,STEPHANIE",STANTON,STEPHANIE,223718424,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22638,3/23/2023 12:00:00 AM,,22652,Active,3/23/2023 11:15:15 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"STARUK,HENRY",STARUK,HENRY,415518228,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22639,3/23/2023 12:00:00 AM,,22653,Active,3/23/2023 11:15:17 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"STEWART,WILLIAM",STEWART,WILLIAM,458573026,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22640,3/23/2023 12:00:00 AM,,22654,Active,3/23/2023 11:15:19 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"TABER,JOHN",TABER,JOHN,224434498,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22641,3/23/2023 12:00:00 AM,,22655,Active,3/23/2023 11:15:20 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"TARPLEY,SOLANGELO",TARPLEY,SOLANGELO,226410792,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22642,3/23/2023 12:00:00 AM,,22656,Active,3/23/2023 11:15:21 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"TAYLOR,HUNTER",TAYLOR,HUNTER,656144621,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22643,3/23/2023 12:00:00 AM,,22657,Active,3/23/2023 11:15:23 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"TERRELL,MATTHEW",TERRELL,MATTHEW,231732719,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22644,3/23/2023 12:00:00 AM,,22658,Active,3/23/2023 11:15:26 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"TEVIS,AMANDA",TEVIS,AMANDA,231510099,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22645,3/23/2023 12:00:00 AM,,22659,Active,3/23/2023 11:15:27 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"THOMAS,NATALIE",THOMAS,NATALIE,229394129,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22646,3/23/2023 12:00:00 AM,,22660,Active,3/23/2023 11:15:29 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"TINSLEY,ANGELA",TINSLEY,ANGELA,225479756,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22647,3/23/2023 12:00:00 AM,6/12/2025 12:00:00 AM,22661,Inactive,3/23/2023 11:15:31 AM,,1102,2,Active - Part Time,Granite Advisory Services P.C.,1102,"TURNER,ALECIA",TURNER,ALECIA,228479695,2,,N/A,Terminated,9,1,N/A,,,,,,,False
22648,3/23/2023 12:00:00 AM,,22662,Active,3/23/2023 11:15:34 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"TURNER,CORVIN",TURNER,CORVIN,225398624,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22649,3/23/2023 12:00:00 AM,,22663,Active,3/23/2023 11:15:36 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"VALENZA,KIMBERLY",VALENZA,KIMBERLY,227459362,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22650,3/23/2023 12:00:00 AM,2/20/2025 12:00:00 AM,22664,Inactive,3/23/2023 11:15:38 AM,,1102,2,Active - Part Time,Granite Advisory Services P.C.,1102,"VANN,BRANDON",VANN,BRANDON,219412650,2,,N/A,Terminated,9,1,N/A,,,,,,,False
22651,3/23/2023 12:00:00 AM,,22665,Active,3/23/2023 11:15:40 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"VARGAS,ALEJANDRA",VARGAS,ALEJANDRA,612043581,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22652,3/23/2023 12:00:00 AM,,22666,Active,3/23/2023 11:15:43 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"WADE,BRITTNEY",WADE,BRITTNEY,226513285,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22653,3/23/2023 12:00:00 AM,,22667,Active,3/23/2023 11:15:46 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"WALKER,BRENDA",WALKER,BRENDA,224909621,1,,Direct Deposit,Employed - Full Time,1,1,N/A,WELLS FARGO BANK,051400549,Checking,1079202693083,313,2,False
22654,3/23/2023 12:00:00 AM,,22668,Active,3/23/2023 11:15:49 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"WALLS,DESTINY",WALLS,DESTINY,230657435,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22655,3/23/2023 12:00:00 AM,,22669,Active,3/23/2023 11:15:53 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"WARD,CORDNEY",WARD,CORDNEY,224610145,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22656,3/23/2023 12:00:00 AM,,22670,Active,3/23/2023 11:15:56 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"WARNER,BEVERLEY",WARNER,BEVERLEY,231745486,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22657,3/23/2023 12:00:00 AM,,22671,Active,3/23/2023 11:16:00 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"WATT,BETHANY",WATT,BETHANY,090785874,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22658,3/23/2023 12:00:00 AM,,22672,Active,3/23/2023 11:16:03 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"WEAVER,NATASHA",WEAVER,NATASHA,614036743,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22659,3/23/2023 12:00:00 AM,,22673,Active,3/23/2023 11:16:07 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"WHITE,STEPHANIE",WHITE,STEPHANIE,249836423,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
22660,3/23/2023 12:00:00 AM,,22674,Active,3/23/2023 11:16:10 AM,,1102,1,Active - Full Time,Granite Advisory Services P.C.,1102,"WHITTAKER,WHITLEY",WHITTAKER,WHITLEY,226498515,1,,N/A,Employed - Full Time,1,1,N/A,,,,,,,False
